epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1241.02,2.08137,0.99772,1.96344,0.87677,0.90211,0.91354,0.66912,2.06446,0.91418,2.0284,0.000973575,0.000973575,0.000973575
25,1292.61,2.10524,0.99301,1.98428,0.89951,0.90847,0.93523,0.67677,1.9774,0.86146,1.99444,0.000961948,0.000961948,0.000961948
26,1343.82,2.07385,0.95869,1.96774,0.85493,0.94274,0.93674,0.68626,1.97947,0.90382,2.01928,0.000949925,0.000949925,0.000949925
27,1395.33,2.07008,0.9815,1.96831,0.93306,0.94032,0.9613,0.70781,1.97987,0.82696,1.97739,0.000937518,0.000937518,0.000937518
28,1447.02,2.10176,0.98583,1.9816,0.92648,0.90145,0.94331,0.70944,1.9111,0.8303,2.02073,0.00092474,0.00092474,0.00092474
29,1498.72,2.04517,0.95227,1.9518,0.91879,0.92055,0.92684,0.69973,1.84431,0.77696,1.99179,0.000911603,0.000911603,0.000911603
30,1549.82,2.01644,0.94194,1.95329,0.86591,0.90421,0.94821,0.69538,1.90797,0.84205,2.03293,0.00089812,0.00089812,0.00089812
31,1601.23,2.01944,0.93229,1.95065,0.91177,0.91729,0.9389,0.68959,2.06288,0.85808,2.0624,0.000884305,0.000884305,0.000884305
32,1652.72,2.02809,0.90247,1.95385,0.90845,0.91802,0.9393,0.68886,2.01521,0.8442,2.08966,0.00087017,0.00087017,0.00087017
33,1704.55,2.01703,0.89948,1.94038,0.91719,0.90285,0.93064,0.68201,2.06138,0.88584,2.0736,0.00085573,0.00085573,0.00085573
34,1756.03,2.00752,0.89866,1.94239,0.92453,0.90133,0.95316,0.69145,2.03621,0.85849,2.02627,0.000841,0.000841,0.000841
35,1807.39,1.99681,0.89083,1.94558,0.88825,0.93493,0.94813,0.69099,2.13755,0.82415,2.07842,0.000825993,0.000825993,0.000825993
36,1858.63,2.01384,0.91211,1.94866,0.87362,0.90563,0.95265,0.68376,2.20042,0.86562,2.12242,0.000810725,0.000810725,0.000810725
37,1910.02,1.98771,0.89191,1.95475,0.95822,0.94762,0.96467,0.70304,2.02279,0.80094,2.09834,0.00079521,0.00079521,0.00079521
38,1961.75,1.95655,0.85829,1.93852,0.90064,0.90694,0.94043,0.67648,2.07185,0.84713,2.09409,0.000779464,0.000779464,0.000779464
39,2013.47,1.96428,0.87202,1.94213,0.86814,0.94818,0.93744,0.68628,2.05293,0.87662,2.08418,0.000763503,0.000763503,0.000763503
40,2065.18,1.97965,0.87343,1.94452,0.93506,0.87406,0.92065,0.68105,2.06401,0.84887,2.12045,0.000747342,0.000747342,0.000747342
41,2116.39,1.95917,0.86574,1.93859,0.87456,0.90316,0.92617,0.68767,1.91705,0.81582,2.05841,0.000730997,0.000730997,0.000730997
42,2167.98,1.96895,0.85438,1.92937,0.93875,0.91101,0.94378,0.68025,2.09985,0.83506,2.11592,0.000714485,0.000714485,0.000714485
43,2219.81,1.94554,0.84214,1.92485,0.87205,0.92199,0.93259,0.68984,1.99945,0.83823,2.04201,0.000697821,0.000697821,0.000697821
44,2270.99,1.95483,0.83357,1.92821,0.93213,0.89513,0.94039,0.70359,1.95601,0.77794,2.06211,0.000681022,0.000681022,0.000681022
45,2322.27,1.90616,0.82437,1.92007,0.9262,0.92671,0.94785,0.71082,1.9468,0.78374,2.04294,0.000664104,0.000664104,0.000664104
46,2374.08,1.90703,0.80968,1.91326,0.93687,0.94232,0.96065,0.72226,1.93695,0.72847,2.03726,0.000647085,0.000647085,0.000647085
47,2425.57,1.911,0.82467,1.92192,0.86631,0.93139,0.92221,0.69193,1.92783,0.79592,2.0373,0.000629981,0.000629981,0.000629981
48,2476.97,1.92473,0.81827,1.92329,0.8587,0.96573,0.92903,0.6885,1.96379,0.81214,2.07727,0.000612809,0.000612809,0.000612809
49,2528.09,1.93094,0.81484,1.92289,0.94594,0.93162,0.95499,0.71687,1.9481,0.74079,2.06332,0.000595586,0.000595586,0.000595586
50,2579.72,1.89265,0.80128,1.91502,0.9559,0.88917,0.95105,0.69953,2.0529,0.79557,2.08791,0.000578329,0.000578329,0.000578329
51,2631.5,1.8748,0.7824,1.91302,0.87208,0.94123,0.93377,0.69004,2.02109,0.81781,2.10201,0.000561055,0.000561055,0.000561055
52,2683.17,1.88459,0.79036,1.91384,0.85627,0.93689,0.94728,0.70814,1.93545,0.76783,2.08205,0.000543781,0.000543781,0.000543781
53,2735.09,1.8576,0.76868,1.9108,0.89282,0.94428,0.92942,0.67024,2.10002,0.85128,2.09202,0.000526524,0.000526524,0.000526524
54,2786.65,1.87487,0.78302,1.9164,0.93287,0.86512,0.93881,0.69353,2.05405,0.83042,2.11889,0.000509301,0.000509301,0.000509301
55,2838.23,1.87,0.76971,1.90161,0.87299,0.93901,0.93825,0.69368,1.95548,0.78341,2.06815,0.000492129,0.000492129,0.000492129
56,2889.84,1.86193,0.76848,1.90378,0.90612,0.9224,0.93284,0.69581,1.92848,0.78238,2.06233,0.000475025,0.000475025,0.000475025
57,2941.29,1.82806,0.75161,1.88727,0.92091,0.92752,0.94707,0.71073,1.90444,0.73847,2.07029,0.000458006,0.000458006,0.000458006
58,2992.53,1.83834,0.75289,1.9038,0.88481,0.91292,0.9139,0.69677,1.93276,0.76522,2.08253,0.000441088,0.000441088,0.000441088
59,3044.01,1.82968,0.74983,1.90359,0.92116,0.92944,0.93739,0.70634,1.92898,0.77475,2.06672,0.000424289,0.000424289,0.000424289
60,3095.54,1.82569,0.74396,1.90471,0.92321,0.95843,0.96923,0.72959,1.88962,0.70486,2.04362,0.000407625,0.000407625,0.000407625
61,3147.4,1.8278,0.7376,1.89876,0.91882,0.94324,0.94604,0.70983,1.93345,0.76524,2.08357,0.000391113,0.000391113,0.000391113
62,3198.97,1.81041,0.73489,1.88898,0.89107,0.92637,0.92318,0.69712,1.90306,0.77141,2.04914,0.000374768,0.000374768,0.000374768
63,3250.64,1.79209,0.71318,1.87507,0.93314,0.89148,0.93212,0.69681,2.00437,0.80064,2.10625,0.000358607,0.000358607,0.000358607
64,3302.22,1.79835,0.72429,1.88469,0.92238,0.94249,0.94989,0.70778,1.94993,0.73943,2.08545,0.000342646,0.000342646,0.000342646
65,3353.85,1.79726,0.71659,1.87675,0.87839,0.9456,0.92546,0.69279,1.99905,0.80483,2.09056,0.0003269,0.0003269,0.0003269
66,3405.49,1.7705,0.70961,1.88067,0.9701,0.89344,0.94219,0.70918,1.94526,0.74096,2.0636,0.000311385,0.000311385,0.000311385
67,3457.19,1.78055,0.72253,1.8814,0.90775,0.92479,0.92855,0.70671,1.92781,0.77511,2.09503,0.000296117,0.000296117,0.000296117
68,3508.69,1.76822,0.71391,1.87902,0.94234,0.91949,0.94376,0.72243,1.92732,0.72838,2.10339,0.00028111,0.00028111,0.00028111
69,3560.12,1.75601,0.71582,1.87629,0.91786,0.92808,0.94528,0.71981,1.93409,0.74688,2.10281,0.00026638,0.00026638,0.00026638
70,3611.56,1.76945,0.70596,1.87056,0.95647,0.90624,0.94375,0.70968,1.99885,0.75847,2.10607,0.00025194,0.00025194,0.00025194
71,3662.73,1.75898,0.69274,1.86743,0.89858,0.91985,0.9298,0.71645,1.95181,0.75344,2.0924,0.000237805,0.000237805,0.000237805
72,3714.31,1.74651,0.68637,1.86809,0.93294,0.90426,0.92666,0.70392,1.96163,0.75617,2.1013,0.00022399,0.00022399,0.00022399
73,3765.5,1.75799,0.69239,1.86529,0.90783,0.90937,0.93188,0.70326,1.96582,0.74301,2.11441,0.000210507,0.000210507,0.000210507
74,3817.13,1.74576,0.68443,1.86181,0.94062,0.92492,0.93293,0.71723,1.87227,0.70699,2.08285,0.00019737,0.00019737,0.00019737
75,3869.04,1.71755,0.67521,1.8656,0.92579,0.92597,0.942,0.71227,1.92772,0.72054,2.1109,0.000184592,0.000184592,0.000184592
76,3920.88,1.71621,0.66966,1.86318,0.91574,0.92364,0.94461,0.72156,1.91348,0.73275,2.1172,0.000172185,0.000172185,0.000172185
77,3972.21,1.70695,0.66552,1.85349,0.92535,0.91126,0.93259,0.69947,1.98758,0.75553,2.13538,0.000160162,0.000160162,0.000160162
78,4023.25,1.71822,0.67441,1.86692,0.95835,0.90012,0.93556,0.70898,1.93428,0.71405,2.11449,0.000148535,0.000148535,0.000148535
79,4073.82,1.69178,0.66679,1.84426,0.93637,0.92311,0.92986,0.70468,1.96701,0.73402,2.12003,0.000137315,0.000137315,0.000137315
80,4124.49,1.70541,0.66539,1.85322,0.89765,0.92659,0.92168,0.698,1.9765,0.76465,2.10961,0.000126513,0.000126513,0.000126513
81,4175.14,1.68982,0.65708,1.84856,0.8885,0.93901,0.91309,0.69035,1.95077,0.78962,2.11597,0.00011614,0.00011614,0.00011614
82,4225.82,1.68086,0.65221,1.85274,0.91643,0.9058,0.91158,0.68684,1.97405,0.78602,2.1045,0.000106206,0.000106206,0.000106206
83,4277.3,1.68748,0.65657,1.85146,0.88453,0.95151,0.90705,0.68604,1.99136,0.7918,2.11902,9.67211e-05,9.67211e-05,9.67211e-05
84,4328.8,1.68363,0.65871,1.84697,0.90629,0.93766,0.9278,0.69858,1.98599,0.75954,2.12355,8.76942e-05,8.76942e-05,8.76942e-05
85,4380.76,1.67432,0.65518,1.85165,0.9183,0.92489,0.93062,0.7055,1.97702,0.75038,2.13048,7.91345e-05,7.91345e-05,7.91345e-05
86,4432.36,1.65912,0.64335,1.83895,0.90696,0.94186,0.9226,0.69592,1.98171,0.75579,2.12708,7.10504e-05,7.10504e-05,7.10504e-05
87,4484.46,1.67167,0.65243,1.85117,0.91146,0.91094,0.91482,0.68679,1.98319,0.76947,2.12518,6.34499e-05,6.34499e-05,6.34499e-05
88,4536.11,1.66027,0.64676,1.83248,0.90014,0.93958,0.93364,0.70228,1.98963,0.74948,2.13153,5.63404e-05,5.63404e-05,5.63404e-05
89,4588.09,1.66387,0.64655,1.84376,0.90981,0.91395,0.92526,0.69989,1.98795,0.74818,2.13453,4.97291e-05,4.97291e-05,4.97291e-05
90,4639.51,1.64404,0.63733,1.84417,0.90009,0.93332,0.92357,0.69788,2.00767,0.75517,2.14048,4.36223e-05,4.36223e-05,4.36223e-05
